label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	932 m^2	1.0389	soccer	pig	777	1.0091	-376	1005	Games and Playable Media	1178	671	0.6931	1.2198	940
0	1237 m^2	0.2726	baseball	guinea pig	622	0.537	1233	797	Computer Game Design	211	458	0.8251	0.4703	287
0	1015 m^2	-0.119	volleyball	guinea pig	196	0.6401	1139	185	Technology and Information Management	673	901	0.7136	1.071	1412
4	-370 m^2	0.8183	golf	hamster	565	1.5261	1020	1299	Human Computer Interaction	629	695	0.0174	1.7116	596
2	1191 m^2	1.0745	soccer	pig	849	1.0263	1	865	Games and Playable Media	762	808	0.9992	1.113	1113
0	260 m^2	0.2398	volleyball	guinea pig	494	0.5795	1491	160	Data Science	436	727	1.05		909
2	1323 m^2	1.0498	soccer	pig	598	1.1968	230	836	Data Science	1248	823	0.9513	1.1759	740
4	161 m^2	1.077	ice hockey	hamster	941	1.5064	934	1179	Human Computer Interaction	412	554	0.3085	1.0767	361
2	1186 m^2	0.9005	soccer	guinea pig	1174	0.9609	22	918	Games and Playable Media	668	819	1.4522	1.227	969
0	732 m^2	?	badminton	guinea pig	230	1.1799	1252	82	Technology and Information Management	496	1601	0.5878	1.3272	1219
5	801 m^2	0.5723	golf	dog	971	0.0052	454	-56	NULL	1071	112	0.7653	0.6982	453
5	671 m^2	0.895	basketball	dog	816	0.2589	597	349	Applied Mathematics	851	348	0.5572	0.3748	913
0	695 m^2	0.2181	golf	ferret	620	1.4877	1126	-42	Bioinformatics	584	733	0.978	0.8192	871
2	675 m^2	0.7622	soccer	bird	1054	1.2144	522	675	Games and Playable Media	1170	980	0.9562	0.899	1070
3	639 m^2	0.1989	baseball	chicken	1124	0.9921	423	562	Computer Game Design	958	899	1.6379	-0.1094	1038
2	1110 m^2	0.9412	soccer	Pig	1475	0.7868	396	631	Data Science	1153	651	0.8733	1.0908	766
5	651 m^2	1.0845	badminton	rabbit	1207	0.213	901	-291	Electrical Engineering	1255	321	0.5314	0.5461	1119
0	491 m^2	0.0237	badminton	reptile	421	0.9975	1067	-241	Bioinformatics	535	433	0.9626	0.5631	1199
5	441 m^2	1.4906	football	rabbit, rat	1006	-0.1536	1437	-355	Bioengineering	-31	1161	1.1566	1.2114	927
4	70 m^2	0.8608	ice hockey	hamster	772	0.7516	2016	1487	Human Computer Interaction	714	1216	0.1537	0.5768	612
4	297 m^2	0.8193	ice hockey	hamster	1363	0.7099	956	964	Human Computer Interaction	1223	528	0.242	1.1439	672
0	853 m^2	-0.2318	volleyball	reptile	533	0.9874	640	275	Bioinformatics	665	996	0.8665	1.5681	1015
4	241 m^2	0.8027	golf	cat	1204	0.8384	1045	605	Human Computer Interaction	667	697	0.6344	1.2031	549
0	460 m^2	0.2055	badminton	reptile	422	0.8715	1391	604	Bioinformatics	-24	898	1.3634	0.7845	1371
4	-48 m^2	0.9459	track & field	bird	1131	0.8498	296	1063	Human Computer Interaction	1164	1048	0.5221	0.9957	196
1	79 m^2	0.9072	motor sports	cat	899	1.2618	754	481	Biotechnology	1185	358	0.8888	0.7337	1175
5	110 m^2	1.0359	basketball	rat	1219	0.3438	1151	230	Technology and Information Management	1036	598	0.8111	0.3514	1312
1	-207 m^2	0.666	motor sports	cat	996	1.4735	835	198	Biotechnology	1628	453	0.7296	1.5069	1229
3	785 m^2	0.3065	baseball	chicken	814	0.939	608	966	Computational Media	420	1166	1.0003	0.2362	NULL
1	209 m^2	0.7484	motor sports	ferret	965	1.1011	424	1023	Statistics	1149	562	0.9912	0.7808	843
5	1021 m^2	0.8119	basketball	dog	1183	0.4967	973	-127	Electrical Engineering	1016	1022	0.8781	0.9101	1318
5	1037 m^2	1.2794	track & field	rat, dog	1170	0.3174	1282	162	Computer Science	1086	269	0.6089	1.3894	668
2	874 m^2	0.5454	soccer	bird	828	0.5317	93	463	Data Science	565	1339	0.8089	0.9626	716
5	488 m^2	0.6592	football	rat	944	-0.2532	911	-426	Applied Mathematics	1126	675	0.5713	1.2461	617
1	476 m^2	1.0133	motor sports	reptile	1197	0.8952	715	-73	Statistics	711	-384	0.6612	1.1245	1005
